Év,Város,Lakástípus,Lakásár (EUR/m²),Bérleti díj (EUR/hó),Nettó jövedelem (EUR/hó),EUR/RON árfolyam,Munkanélküliségi ráta (%)
2020-Q4,Craiova,Új lakás,1767.21,465.21,786.78,4.71,4.76
2020-Q4,Craiova,Felújított lakás,1576.9,406.19,786.78,4.71,4.76
2020-Q4,Craiova,Használt lakás,1359.76,372.08,786.78,4.71,4.76
2020-Q4,Galac,Új lakás,1806.37,491.89,770.57,4.71,4.7
2020-Q4,Galac,Felújított lakás,1574.49,416.58,770.57,4.71,4.7
2020-Q4,Galac,Használt lakás,1315.85,367.96,770.57,4.71,4.7
2020-Q4,Ploiești,Új lakás,1792.61,479.49,781.05,4.71,5.37
2020-Q4,Ploiești,Felújított lakás,1564.89,421.13,781.05,4.71,5.37
2020-Q4,Ploiești,Használt lakás,1353.07,372.9,781.05,4.71,5.37
2020-Q4,Nagyvárad,Új lakás,1771.39,490.77,765.6,4.71,4.73
2020-Q4,Nagyvárad,Felújított lakás,1569.96,431.04,765.6,4.71,4.73
2020-Q4,Nagyvárad,Használt lakás,1313.74,373.07,765.6,4.71,4.73
2020-Q4,Arad,Új lakás,1797.23,473.08,769.71,4.71,5.37
2020-Q4,Arad,Felújított lakás,1583.35,428.1,769.71,4.71,5.37
2020-Q4,Arad,Használt lakás,1352.21,365.31,769.71,4.71,5.37
2020-Q4,Nagyszeben,Új lakás,1760.02,482.91,796.32,4.71,4.78
2020-Q4,Nagyszeben,Felújított lakás,1559.96,418.86,796.32,4.71,4.78
2020-Q4,Nagyszeben,Használt lakás,1326.41,368.26,796.32,4.71,4.78
2020-Q4,Târgu Mureș,Új lakás,1776.19,480.24,769.35,4.71,5.01
2020-Q4,Târgu Mureș,Felújított lakás,1559.68,411.93,769.35,4.71,5.01
2020-Q4,Târgu Mureș,Használt lakás,1328.12,372.84,769.35,4.71,5.01
2021-Q1,Bukarest,Új lakás,1882.02,509.74,803.2,4.835,4.61
2021-Q1,Bukarest,Felújított lakás,1644.87,435.36,803.2,4.835,4.61
2021-Q1,Bukarest,Használt lakás,1391.44,382.86,803.2,4.835,4.61
2021-Q1,Kolozsvár,Új lakás,1863.55,498.01,834.72,4.835,5.04
2021-Q1,Kolozsvár,Felújított lakás,1664.09,452.96,834.72,4.835,5.04
2021-Q1,Kolozsvár,Használt lakás,1425.48,373.91,834.72,4.835,5.04
2021-Q1,Temesvár,Új lakás,1882.07,512.47,824.79,4.835,4.53
2021-Q1,Temesvár,Felújított lakás,1639.0,443.7,824.79,4.835,4.53
2021-Q1,Temesvár,Használt lakás,1395.76,382.27,824.79,4.835,4.53
2021-Q1,Brassó,Új lakás,1867.03,523.27,814.21,4.835,4.58
2021-Q1,Brassó,Felújított lakás,1631.32,451.98,814.21,4.835,4.58
2021-Q1,Brassó,Használt lakás,1391.53,394.98,814.21,4.835,4.58
2021-Q1,Jászvásár,Új lakás,1855.1,501.26,806.56,4.835,4.91
2021-Q1,Jászvásár,Felújított lakás,1654.56,434.87,806.56,4.835,4.91
2021-Q1,Jászvásár,Használt lakás,1418.58,385.23,806.56,4.835,4.91
2021-Q1,Konstanca,Új lakás,1852.23,513.37,805.55,4.835,4.36
2021-Q1,Konstanca,Felújított lakás,1662.03,441.88,805.55,4.835,4.36
2021-Q1,Konstanca,Használt lakás,1402.18,376.26,805.55,4.835,4.36
2021-Q1,Craiova,Új lakás,1870.11,512.35,813.08,4.835,4.44
2021-Q1,Craiova,Felújított lakás,1659.86,450.7,813.08,4.835,4.44
2021-Q1,Craiova,Használt lakás,1385.98,387.97,813.08,4.835,4.44
2021-Q1,Galac,Új lakás,1896.24,520.43,838.03,4.835,4.57
2021-Q1,Galac,Felújított lakás,1617.56,439.71,838.03,4.835,4.57
2021-Q1,Galac,Használt lakás,1416.45,388.72,838.03,4.835,4.57
2021-Q1,Ploiești,Új lakás,1880.4,516.24,808.2,4.835,4.47
2021-Q1,Ploiești,Felújított lakás,1627.7,444.07,808.2,4.835,4.47
2021-Q1,Ploiești,Használt lakás,1385.07,394.73,808.2,4.835,4.47
2021-Q1,Nagyvárad,Új lakás,1875.65,515.25,818.43,4.835,4.68
2021-Q1,Nagyvárad,Felújított lakás,1643.45,444.18,818.43,4.835,4.68
2021-Q1,Nagyvárad,Használt lakás,1401.15,389.42,818.43,4.835,4.68
2021-Q1,Arad,Új lakás,1870.62,521.0,820.45,4.835,4.49
2021-Q1,Arad,Felújított lakás,1624.82,455.8,820.45,4.835,4.49
2021-Q1,Arad,Használt lakás,1399.48,385.67,820.45,4.835,4.49
2021-Q1,Nagyszeben,Új lakás,1852.82,504.55,834.7,4.835,4.72
2021-Q1,Nagyszeben,Felújított lakás,1650.51,431.73,834.7,4.835,4.72
2021-Q1,Nagyszeben,Használt lakás,1388.66,381.36,834.7,4.835,4.72
2021-Q1,Târgu Mureș,Új lakás,1870.32,523.0,825.24,4.835,4.83
2021-Q1,Târgu Mureș,Felújított lakás,1654.52,454.63,825.24,4.835,4.83
2021-Q1,Târgu Mureș,Használt lakás,1419.07,373.49,825.24,4.835,4.83
2021-Q2,Bukarest,Új lakás,1852.93,515.79,822.7,4.815,4.38
2021-Q2,Bukarest,Felújított lakás,1662.33,458.81,822.7,4.815,4.38
2021-Q2,Bukarest,Használt lakás,1416.31,381.7,822.7,4.815,4.38
2021-Q2,Kolozsvár,Új lakás,1862.95,509.62,815.24,4.815,5.09
2021-Q2,Kolozsvár,Felújított lakás,1620.52,433.43,815.24,4.815,5.09
2021-Q2,Kolozsvár,Használt lakás,1399.4,373.55,815.24,4.815,5.09
2021-Q2,Temesvár,Új lakás,1864.69,496.33,821.02,4.815,5.0
2021-Q2,Temesvár,Felújított lakás,1647.15,435.94,821.02,4.815,5.0
2021-Q2,Temesvár,Használt lakás,1414.28,393.22,821.02,4.815,5.0
2021-Q2,Brassó,Új lakás,1865.52,519.48,809.06,4.815,4.75
2021-Q2,Brassó,Felújított lakás,1664.03,440.37,809.06,4.815,4.75
2021-Q2,Brassó,Használt lakás,1387.46,395.95,809.06,4.815,4.75
2021-Q2,Jászvásár,Új lakás,1893.23,519.66,817.44,4.815,4.62
2021-Q2,Jászvásár,Felújított lakás,1628.27,435.1,817.44,4.815,4.62
2021-Q2,Jászvásár,Használt lakás,1414.79,396.39,817.44,4.815,4.62
2021-Q2,Konstanca,Új lakás,1871.11,521.41,831.51,4.815,4.81
2021-Q2,Konstanca,Felújított lakás,1636.44,443.64,831.51,4.815,4.81
2021-Q2,Konstanca,Használt lakás,1393.7,391.57,831.51,4.815,4.81
2021-Q2,Craiova,Új lakás,1874.74,508.97,834.78,4.815,5.08
2021-Q2,Craiova,Felújított lakás,1627.59,451.24,834.78,4.815,5.08
2021-Q2,Craiova,Használt lakás,1412.99,385.89,834.78,4.815,5.08
2021-Q2,Galac,Új lakás,1870.99,508.73,816.18,4.815,4.68
2021-Q2,Galac,Felújított lakás,1628.88,450.27,816.18,4.815,4.68
2021-Q2,Galac,Használt lakás,1422.78,383.91,816.18,4.815,4.68
2021-Q2,Ploiești,Új lakás,1886.91,510.22,805.19,4.815,5.07
2021-Q2,Ploiești,Felújított lakás,1630.48,437.33,805.19,4.815,5.07
2021-Q2,Ploiești,Használt lakás,1401.58,375.34,805.19,4.815,5.07
2021-Q2,Nagyvárad,Új lakás,1864.48,520.65,837.74,4.815,5.02
2021-Q2,Nagyvárad,Felújított lakás,1620.1,453.23,837.74,4.815,5.02
2021-Q2,Nagyvárad,Használt lakás,1424.45,383.87,837.74,4.815,5.02
2021-Q2,Arad,Új lakás,1899.25,524.0,830.09,4.815,4.74
2021-Q2,Arad,Felújított lakás,1636.93,456.18,830.09,4.815,4.74
2021-Q2,Arad,Használt lakás,1408.85,372.53,830.09,4.815,4.74
2021-Q2,Nagyszeben,Új lakás,1897.12,522.65,832.05,4.815,4.67
2021-Q2,Nagyszeben,Felújított lakás,1639.6,459.31,832.05,4.815,4.67
2021-Q2,Nagyszeben,Használt lakás,1409.01,390.37,832.05,4.815,4.67
2021-Q2,Târgu Mureș,Új lakás,1857.93,509.49,830.8,4.815,4.77
2021-Q2,Târgu Mureș,Felújított lakás,1623.23,447.9,830.8,4.815,4.77
2021-Q2,Târgu Mureș,Használt lakás,1427.75,396.72,830.8,4.815,4.77
2021-Q3,Bukarest,Új lakás,1871.51,495.55,834.25,4.754,4.49
2021-Q3,Bukarest,Felújított lakás,1628.62,443.55,834.25,4.754,4.49
2021-Q3,Bukarest,Használt lakás,1383.07,392.41,834.25,4.754,4.49
2021-Q3,Kolozsvár,Új lakás,1865.97,500.58,837.34,4.754,4.5
2021-Q3,Kolozsvár,Felújított lakás,1625.84,439.42,837.34,4.754,4.5
2021-Q3,Kolozsvár,Használt lakás,1401.26,383.89,837.34,4.754,4.5
2021-Q3,Temesvár,Új lakás,1897.65,520.86,826.57,4.754,4.96
2021-Q3,Temesvár,Felújított lakás,1646.89,437.07,826.57,4.754,4.96
2021-Q3,Temesvár,Használt lakás,1416.53,388.99,826.57,4.754,4.96
2021-Q3,Brassó,Új lakás,1878.52,506.38,836.92,4.754,5.14
2021-Q3,Brassó,Felújított lakás,1629.23,460.05,836.92,4.754,5.14
2021-Q3,Brassó,Használt lakás,1432.62,381.8,836.92,4.754,5.14
2021-Q3,Jászvásár,Új lakás,1870.55,507.55,806.66,4.754,4.42
2021-Q3,Jászvásár,Felújított lakás,1650.56,450.78,806.66,4.754,4.42
2021-Q3,Jászvásár,Használt lakás,1422.14,374.17,806.66,4.754,4.42
2021-Q3,Konstanca,Új lakás,1862.98,513.32,805.12,4.754,4.95
2021-Q3,Konstanca,Felújított lakás,1620.02,443.73,805.12,4.754,4.95
2021-Q3,Konstanca,Használt lakás,1412.89,377.0,805.12,4.754,4.95
2021-Q3,Craiova,Új lakás,1892.63,515.34,814.42,4.754,4.73
2021-Q3,Craiova,Felújított lakás,1628.6,434.96,814.42,4.754,4.73
2021-Q3,Craiova,Használt lakás,1418.0,380.45,814.42,4.754,4.73
2021-Q3,Galac,Új lakás,1861.74,498.21,831.92,4.754,4.61
2021-Q3,Galac,Felújított lakás,1652.89,452.6,831.92,4.754,4.61
2021-Q3,Galac,Használt lakás,1420.74,371.18,831.92,4.754,4.61
2021-Q3,Ploiești,Új lakás,1857.51,506.6,823.94,4.754,4.82
2021-Q3,Ploiești,Felújított lakás,1620.49,453.13,823.94,4.754,4.82
2021-Q3,Ploiești,Használt lakás,1397.89,394.22,823.94,4.754,4.82
2021-Q3,Nagyvárad,Új lakás,1863.69,520.19,809.24,4.754,4.7
2021-Q3,Nagyvárad,Felújított lakás,1654.02,434.69,809.24,4.754,4.7
2021-Q3,Nagyvárad,Használt lakás,1428.71,370.64,809.24,4.754,4.7
2021-Q3,Arad,Új lakás,1855.24,502.28,831.22,4.754,4.4
2021-Q3,Arad,Felújított lakás,1639.83,437.98,831.22,4.754,4.4
2021-Q3,Arad,Használt lakás,1407.58,386.76,831.22,4.754,4.4
2021-Q3,Nagyszeben,Új lakás,1885.09,510.93,808.51,4.754,4.59
2021-Q3,Nagyszeben,Felújított lakás,1631.88,440.06,808.51,4.754,4.59
2021-Q3,Nagyszeben,Használt lakás,1395.4,397.47,808.51,4.754,4.59
2021-Q3,Târgu Mureș,Új lakás,1877.93,511.01,839.45,4.754,4.57
2021-Q3,Târgu Mureș,Felújított lakás,1642.8,436.69,839.45,4.754,4.57
2021-Q3,Târgu Mureș,Használt lakás,1396.2,378.29,839.45,4.754,4.57
2021-Q4,Bukarest,Új lakás,1867.34,514.55,832.74,4.817,4.99
2021-Q4,Bukarest,Felújított lakás,1667.07,453.71,832.74,4.817,4.99
2021-Q4,Bukarest,Használt lakás,1386.33,371.45,832.74,4.817,4.99
2021-Q4,Kolozsvár,Új lakás,1893.82,508.93,815.35,4.817,4.59
2021-Q4,Kolozsvár,Felújított lakás,1630.75,435.99,815.35,4.817,4.59
2021-Q4,Kolozsvár,Használt lakás,1399.93,373.58,815.35,4.817,4.59
2021-Q4,Temesvár,Új lakás,1885.59,500.28,824.88,4.817,4.87
2021-Q4,Temesvár,Felújított lakás,1642.09,460.04,824.88,4.817,4.87
2021-Q4,Temesvár,Használt lakás,1399.73,380.41,824.88,4.817,4.87
2021-Q4,Brassó,Új lakás,1893.64,519.8,810.2,4.817,4.75
2021-Q4,Brassó,Felújított lakás,1646.34,432.68,810.2,4.817,4.75
2021-Q4,Brassó,Használt lakás,1403.61,390.5,810.2,4.817,4.75
2021-Q4,Jászvásár,Új lakás,1872.65,495.09,827.74,4.817,4.83
2021-Q4,Jászvásár,Felújított lakás,1623.94,456.59,827.74,4.817,4.83
2021-Q4,Jászvásár,Használt lakás,1401.21,395.41,827.74,4.817,4.83
2021-Q4,Konstanca,Új lakás,1865.98,497.81,810.33,4.817,5.03
2021-Q4,Konstanca,Felújított lakás,1649.66,444.6,810.33,4.817,5.03
2021-Q4,Konstanca,Használt lakás,1428.19,368.25,810.33,4.817,5.03
2021-Q4,Craiova,Új lakás,1897.24,517.5,804.11,4.817,4.55
2021-Q4,Craiova,Felújított lakás,1666.22,450.34,804.11,4.817,4.55
2021-Q4,Craiova,Használt lakás,1430.35,384.1,804.11,4.817,4.55
2021-Q4,Galac,Új lakás,1892.36,521.33,838.46,4.817,4.97
2021-Q4,Galac,Felújított lakás,1620.55,459.17,838.46,4.817,4.97
2021-Q4,Galac,Használt lakás,1400.31,378.91,838.46,4.817,4.97
2021-Q4,Ploiești,Új lakás,1887.99,524.53,819.37,4.817,4.75
2021-Q4,Ploiești,Felújított lakás,1639.78,437.05,819.37,4.817,4.75
2021-Q4,Ploiești,Használt lakás,1393.22,389.73,819.37,4.817,4.75
2021-Q4,Nagyvárad,Új lakás,1890.31,501.1,817.73,4.817,4.72
2021-Q4,Nagyvárad,Felújított lakás,1651.11,431.75,817.73,4.817,4.72
2021-Q4,Nagyvárad,Használt lakás,1410.83,368.32,817.73,4.817,4.72
2021-Q4,Arad,Új lakás,1881.18,507.42,832.69,4.817,4.78
2021-Q4,Arad,Felújított lakás,1664.91,443.33,832.69,4.817,4.78
2021-Q4,Arad,Használt lakás,1413.79,396.8,832.69,4.817,4.78
2021-Q4,Nagyszeben,Új lakás,1887.62,524.17,826.64,4.817,4.69
2021-Q4,Nagyszeben,Felújított lakás,1660.79,448.8,826.64,4.817,4.69
2021-Q4,Nagyszeben,Használt lakás,1391.85,370.16,826.64,4.817,4.69
2021-Q4,Târgu Mureș,Új lakás,1861.87,519.84,801.71,4.817,4.94
2021-Q4,Târgu Mureș,Felújított lakás,1639.74,458.0,801.71,4.817,4.94
2021-Q4,Târgu Mureș,Használt lakás,1384.64,372.23,801.71,4.817,4.94
2022-Q1,Bukarest,Új lakás,1970.44,543.25,845.27,4.882,4.5
2022-Q1,Bukarest,Felújított lakás,1745.2,481.64,845.27,4.882,4.5
2022-Q1,Bukarest,Használt lakás,1499.0,392.27,845.27,4.882,4.5
2022-Q1,Kolozsvár,Új lakás,1981.2,547.65,882.5,4.882,4.12
2022-Q1,Kolozsvár,Felújított lakás,1744.1,486.28,882.5,4.882,4.12
2022-Q1,Kolozsvár,Használt lakás,1470.61,394.36,882.5,4.882,4.12
2022-Q1,Temesvár,Új lakás,1967.62,526.65,855.45,4.882,4.46
2022-Q1,Temesvár,Felújított lakás,1725.28,479.54,855.45,4.882,4.46
2022-Q1,Temesvár,Használt lakás,1477.92,409.71,855.45,4.882,4.46
2022-Q1,Brassó,Új lakás,1951.06,549.21,865.48,4.882,4.61
2022-Q1,Brassó,Felújított lakás,1722.73,475.09,865.48,4.882,4.61
2022-Q1,Brassó,Használt lakás,1460.14,402.78,865.48,4.882,4.61
2022-Q1,Jászvásár,Új lakás,1949.34,530.11,845.41,4.882,4.26
2022-Q1,Jászvásár,Felújított lakás,1747.31,461.94,845.41,4.882,4.26
2022-Q1,Jászvásár,Használt lakás,1471.99,405.21,845.41,4.882,4.26
2022-Q1,Konstanca,Új lakás,1974.89,547.11,862.94,4.882,4.22
2022-Q1,Konstanca,Felújított lakás,1702.63,466.72,862.94,4.882,4.22
2022-Q1,Konstanca,Használt lakás,1460.46,409.33,862.94,4.882,4.22
2022-Q1,Craiova,Új lakás,1975.5,548.07,857.64,4.882,4.18
2022-Q1,Craiova,Felújított lakás,1711.19,483.14,857.64,4.882,4.18
2022-Q1,Craiova,Használt lakás,1502.0,393.8,857.64,4.882,4.18
2022-Q1,Galac,Új lakás,1959.2,545.05,866.66,4.882,4.68
2022-Q1,Galac,Felújított lakás,1715.39,481.07,866.66,4.882,4.68
2022-Q1,Galac,Használt lakás,1466.02,393.65,866.66,4.882,4.68
2022-Q1,Ploiești,Új lakás,1995.17,531.09,856.72,4.882,4.76
2022-Q1,Ploiești,Felújított lakás,1732.69,473.36,856.72,4.882,4.76
2022-Q1,Ploiești,Használt lakás,1494.34,394.15,856.72,4.882,4.76
2022-Q1,Nagyvárad,Új lakás,1962.31,532.08,869.6,4.882,4.35
2022-Q1,Nagyvárad,Felújított lakás,1710.08,462.87,869.6,4.882,4.35
2022-Q1,Nagyvárad,Használt lakás,1472.26,413.44,869.6,4.882,4.35
2022-Q1,Arad,Új lakás,1951.73,548.76,877.26,4.882,4.15
2022-Q1,Arad,Felújított lakás,1744.28,463.18,877.26,4.882,4.15
2022-Q1,Arad,Használt lakás,1494.01,416.92,877.26,4.882,4.15
2022-Q1,Nagyszeben,Új lakás,1982.75,525.23,847.63,4.882,4.33
2022-Q1,Nagyszeben,Felújított lakás,1723.14,458.04,847.63,4.882,4.33
2022-Q1,Nagyszeben,Használt lakás,1455.19,394.8,847.63,4.882,4.33
2022-Q1,Târgu Mureș,Új lakás,1974.65,547.35,869.57,4.882,4.36
2022-Q1,Târgu Mureș,Felújított lakás,1714.32,480.4,869.57,4.882,4.36
2022-Q1,Târgu Mureș,Használt lakás,1490.36,419.03,869.57,4.882,4.36
2022-Q2,Bukarest,Új lakás,1964.45,529.28,848.7,4.873,4.48
2022-Q2,Bukarest,Felújított lakás,1745.38,464.02,848.7,4.873,4.48
2022-Q2,Bukarest,Használt lakás,1455.06,404.83,848.7,4.873,4.48
2022-Q2,Kolozsvár,Új lakás,1965.93,538.42,875.24,4.873,4.39
2022-Q2,Kolozsvár,Felújított lakás,1737.84,487.31,875.24,4.873,4.39
2022-Q2,Kolozsvár,Használt lakás,1477.63,395.21,875.24,4.873,4.39
2022-Q2,Temesvár,Új lakás,1959.71,534.95,871.39,4.873,4.55
2022-Q2,Temesvár,Felújított lakás,1714.26,468.04,871.39,4.873,4.55
2022-Q2,Temesvár,Használt lakás,1456.47,419.41,871.39,4.873,4.55
2022-Q2,Brassó,Új lakás,1990.16,529.92,883.8,4.873,4.41
2022-Q2,Brassó,Felújított lakás,1748.91,483.1,883.8,4.873,4.41
2022-Q2,Brassó,Használt lakás,1476.53,403.53,883.8,4.873,4.41
2022-Q2,Jászvásár,Új lakás,1947.19,543.18,873.77,4.873,4.74
2022-Q2,Jászvásár,Felújított lakás,1718.73,464.25,873.77,4.873,4.74
2022-Q2,Jászvásár,Használt lakás,1463.09,407.08,873.77,4.873,4.74
2022-Q2,Konstanca,Új lakás,1958.62,536.55,857.27,4.873,4.81
2022-Q2,Konstanca,Felújított lakás,1729.72,470.3,857.27,4.873,4.81
2022-Q2,Konstanca,Használt lakás,1492.82,412.35,857.27,4.873,4.81
2022-Q2,Craiova,Új lakás,1949.07,553.46,872.11,4.873,4.61
2022-Q2,Craiova,Felújított lakás,1719.73,485.9,872.11,4.873,4.61
2022-Q2,Craiova,Használt lakás,1482.75,390.82,872.11,4.873,4.61
2022-Q2,Galac,Új lakás,1952.05,529.92,858.69,4.873,4.12
2022-Q2,Galac,Felújított lakás,1700.86,464.84,858.69,4.873,4.12
2022-Q2,Galac,Használt lakás,1457.16,401.0,858.69,4.873,4.12
2022-Q2,Ploiești,Új lakás,1995.3,536.87,870.9,4.873,4.22
2022-Q2,Ploiești,Felújított lakás,1743.18,466.6,870.9,4.873,4.22
2022-Q2,Ploiești,Használt lakás,1502.81,406.57,870.9,4.873,4.22
2022-Q2,Nagyvárad,Új lakás,1947.11,525.29,846.78,4.873,4.35
2022-Q2,Nagyvárad,Felújított lakás,1725.8,478.91,846.78,4.873,4.35
2022-Q2,Nagyvárad,Használt lakás,1467.85,411.62,846.78,4.873,4.35
2022-Q2,Arad,Új lakás,1988.87,550.8,852.26,4.873,4.72
2022-Q2,Arad,Felújított lakás,1720.89,472.11,852.26,4.873,4.72
2022-Q2,Arad,Használt lakás,1499.77,402.21,852.26,4.873,4.72
2022-Q2,Nagyszeben,Új lakás,1971.95,546.28,847.41,4.873,4.22
2022-Q2,Nagyszeben,Felújított lakás,1702.01,465.57,847.41,4.873,4.22
2022-Q2,Nagyszeben,Használt lakás,1472.34,411.04,847.41,4.873,4.22
2022-Q2,Târgu Mureș,Új lakás,1987.24,525.62,861.34,4.873,4.65
2022-Q2,Târgu Mureș,Felújított lakás,1740.3,464.7,861.34,4.873,4.65
2022-Q2,Târgu Mureș,Használt lakás,1465.55,393.4,861.34,4.873,4.65
2022-Q3,Bukarest,Új lakás,1987.14,552.34,873.12,4.82,4.48
2022-Q3,Bukarest,Felújított lakás,1717.66,470.09,873.12,4.82,4.48
2022-Q3,Bukarest,Használt lakás,1472.29,393.13,873.12,4.82,4.48
2022-Q3,Kolozsvár,Új lakás,1947.93,547.15,862.87,4.82,4.67
2022-Q3,Kolozsvár,Felújított lakás,1730.44,479.59,862.87,4.82,4.67
2022-Q3,Kolozsvár,Használt lakás,1456.38,404.11,862.87,4.82,4.67
2022-Q3,Temesvár,Új lakás,1984.56,543.38,883.42,4.82,4.7
2022-Q3,Temesvár,Felújított lakás,1732.63,484.97,883.42,4.82,4.7
2022-Q3,Temesvár,Használt lakás,1465.01,392.53,883.42,4.82,4.7
2022-Q3,Brassó,Új lakás,1965.9,550.3,857.68,4.82,4.64
2022-Q3,Brassó,Felújított lakás,1709.44,471.72,857.68,4.82,4.64
2022-Q3,Brassó,Használt lakás,1502.36,412.35,857.68,4.82,4.64
2022-Q3,Jászvásár,Új lakás,1966.91,541.87,878.12,4.82,4.73
2022-Q3,Jászvásár,Felújított lakás,1710.14,486.55,878.12,4.82,4.73
2022-Q3,Jászvásár,Használt lakás,1455.28,417.17,878.12,4.82,4.73
2022-Q3,Konstanca,Új lakás,1955.86,539.48,875.79,4.82,4.71
2022-Q3,Konstanca,Felújított lakás,1705.63,468.17,875.79,4.82,4.71
2022-Q3,Konstanca,Használt lakás,1503.37,412.96,875.79,4.82,4.71
2022-Q3,Craiova,Új lakás,1976.18,526.98,878.99,4.82,4.5
2022-Q3,Craiova,Felújított lakás,1716.41,475.55,878.99,4.82,4.5
2022-Q3,Craiova,Használt lakás,1498.23,400.61,878.99,4.82,4.5
2022-Q3,Galac,Új lakás,1968.68,543.79,869.63,4.82,4.73
2022-Q3,Galac,Felújított lakás,1741.83,482.27,869.63,4.82,4.73
2022-Q3,Galac,Használt lakás,1463.35,394.87,869.63,4.82,4.73
2022-Q3,Ploiești,Új lakás,1959.0,554.04,883.69,4.82,4.87
2022-Q3,Ploiești,Felújított lakás,1741.47,473.77,883.69,4.82,4.87
2022-Q3,Ploiești,Használt lakás,1479.19,401.23,883.69,4.82,4.87
2022-Q3,Nagyvárad,Új lakás,1980.21,541.97,871.93,4.82,4.33
2022-Q3,Nagyvárad,Felújított lakás,1733.31,460.45,871.93,4.82,4.33
2022-Q3,Nagyvárad,Használt lakás,1461.91,395.8,871.93,4.82,4.33
2022-Q3,Arad,Új lakás,1991.9,525.38,868.78,4.82,4.26
2022-Q3,Arad,Felújított lakás,1703.27,457.56,868.78,4.82,4.26
2022-Q3,Arad,Használt lakás,1477.95,399.75,868.78,4.82,4.26
2022-Q3,Nagyszeben,Új lakás,1949.61,539.59,877.46,4.82,4.13
2022-Q3,Nagyszeben,Felújított lakás,1748.71,472.92,877.46,4.82,4.13
2022-Q3,Nagyszeben,Használt lakás,1500.26,418.4,877.46,4.82,4.13
2022-Q3,Târgu Mureș,Új lakás,1961.26,528.65,869.07,4.82,4.86
2022-Q3,Târgu Mureș,Felújított lakás,1731.73,483.06,869.07,4.82,4.86
2022-Q3,Târgu Mureș,Használt lakás,1478.92,411.26,869.07,4.82,4.86
2022-Q4,Bukarest,Új lakás,1947.94,544.48,864.36,4.843,4.67
2022-Q4,Bukarest,Felújított lakás,1719.56,461.96,864.36,4.843,4.67
2022-Q4,Bukarest,Használt lakás,1462.31,404.19,864.36,4.843,4.67
2022-Q4,Kolozsvár,Új lakás,1964.97,548.21,846.37,4.843,4.58
2022-Q4,Kolozsvár,Felújított lakás,1721.3,469.34,846.37,4.843,4.58
2022-Q4,Kolozsvár,Használt lakás,1462.22,405.1,846.37,4.843,4.58
2022-Q4,Temesvár,Új lakás,1993.74,553.49,847.03,4.843,4.6
2022-Q4,Temesvár,Felújított lakás,1726.62,468.27,847.03,4.843,4.6
2022-Q4,Temesvár,Használt lakás,1480.59,405.57,847.03,4.843,4.6
2022-Q4,Brassó,Új lakás,1953.36,543.34,851.12,4.843,4.74
2022-Q4,Brassó,Felújított lakás,1735.65,458.82,851.12,4.843,4.74
2022-Q4,Brassó,Használt lakás,1456.72,398.81,851.12,4.843,4.74
2022-Q4,Jászvásár,Új lakás,1985.95,539.1,850.72,4.843,4.67
2022-Q4,Jászvásár,Felújított lakás,1724.13,475.94,850.72,4.843,4.67
2022-Q4,Jászvásár,Használt lakás,1491.68,407.15,850.72,4.843,4.67
2022-Q4,Konstanca,Új lakás,1968.53,539.91,864.86,4.843,4.34
2022-Q4,Konstanca,Felújított lakás,1727.58,480.87,864.86,4.843,4.34
2022-Q4,Konstanca,Használt lakás,1500.87,409.29,864.86,4.843,4.34
2022-Q4,Craiova,Új lakás,1989.29,535.33,873.59,4.843,4.86
2022-Q4,Craiova,Felújított lakás,1741.58,474.42,873.59,4.843,4.86
2022-Q4,Craiova,Használt lakás,1463.12,390.94,873.59,4.843,4.86
2022-Q4,Galac,Új lakás,1980.35,532.25,879.11,4.843,4.84
2022-Q4,Galac,Felújított lakás,1744.69,463.36,879.11,4.843,4.84
2022-Q4,Galac,Használt lakás,1503.5,410.64,879.11,4.843,4.84
2022-Q4,Ploiești,Új lakás,1987.1,529.54,878.23,4.843,4.23
2022-Q4,Ploiești,Felújított lakás,1708.58,463.63,878.23,4.843,4.23
2022-Q4,Ploiești,Használt lakás,1460.05,391.34,878.23,4.843,4.23
2022-Q4,Nagyvárad,Új lakás,1959.14,552.27,857.26,4.843,4.73
2022-Q4,Nagyvárad,Felújított lakás,1734.02,473.26,857.26,4.843,4.73
2022-Q4,Nagyvárad,Használt lakás,1465.82,406.32,857.26,4.843,4.73
2022-Q4,Arad,Új lakás,1948.76,525.89,881.35,4.843,4.66
2022-Q4,Arad,Felújított lakás,1713.5,476.99,881.35,4.843,4.66
2022-Q4,Arad,Használt lakás,1455.86,404.77,881.35,4.843,4.66
2022-Q4,Nagyszeben,Új lakás,1954.69,539.56,847.03,4.843,4.79
2022-Q4,Nagyszeben,Felújított lakás,1729.18,471.63,847.03,4.843,4.79
2022-Q4,Nagyszeben,Használt lakás,1479.83,395.26,847.03,4.843,4.79
2022-Q4,Târgu Mureș,Új lakás,1987.53,526.49,865.6,4.843,4.6
2022-Q4,Târgu Mureș,Felújított lakás,1705.33,468.94,865.6,4.843,4.6
2022-Q4,Târgu Mureș,Használt lakás,1466.94,413.06,865.6,4.843,4.6
2023-Q1,Bukarest,Új lakás,2064.0,574.3,924.69,4.862,4.28
2023-Q1,Bukarest,Felújított lakás,1825.15,512.6,924.69,4.862,4.28
2023-Q1,Bukarest,Használt lakás,1530.02,437.44,924.69,4.862,4.28
